case,event,timestamp,lifecycle,apploc:joinpoint,apprun:nanotime,apploc:app,apploc:linenr,apploc:etype,apprun:threadid,apploc:filename,apploc:node,apploc:regionstr,apploc:tier
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",4.84281E+12,junit-4.12,14,call,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",4.84281E+12,junit-4.12,15,call,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",4.84281E+12,junit-4.12,15,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",53:29.5,start,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",4.84281E+12,junit-4.12,14,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",53:29.5,start,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",4.84281E+12,junit-4.12,14,call,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",4.84281E+12,junit-4.12,14,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",4.84281E+12,junit-4.12,14,call,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",53:29.5,start,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",4.84281E+12,junit-4.12,15,call,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",53:29.5,start,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",4.84281E+12,junit-4.12,15,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",53:29.5,start,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",4.84281E+12,junit-4.12,14,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",53:29.5,start,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",4.84281E+12,junit-4.12,14,call,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",4.84281E+12,junit-4.12,15,call,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",4.84281E+12,junit-4.12,15,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",4.84281E+12,junit-4.12,14,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",4.84281E+12,junit-4.12,14,call,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",53:29.5,start,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",4.84281E+12,junit-4.12,15,call,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",53:29.5,start,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",4.84281E+12,junit-4.12,15,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",53:29.5,start,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",4.84281E+12,junit-4.12,14,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.internal.MethodSorter.getDeclaredMethods(java.lang.Class),53:29.5,start,org.junit.internal.MethodSorter.getDeclaredMethods(java.lang.Class),4.84281E+12,junit-4.12,52,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,return,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,return,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,return,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,return,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,return,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,return,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,return,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,return,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,return,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,return,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84282E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84282E+12,junit-4.12,187,return,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84282E+12,junit-4.12,84,return,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,start,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84282E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,start,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84282E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",4.84281E+12,junit-4.12,15,call,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)",4.84281E+12,junit-4.12,15,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",53:29.5,complete,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)",4.84281E+12,junit-4.12,14,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.internal.MethodSorter.getDeclaredMethods(java.lang.Class),53:29.5,complete,org.junit.internal.MethodSorter.getDeclaredMethods(java.lang.Class),4.84281E+12,junit-4.12,52,return,1,MethodSorter.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,complete,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,complete,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,complete,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,return,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,complete,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,return,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,complete,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,complete,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,complete,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,return,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,complete,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,return,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,complete,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,complete,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,complete,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,return,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,complete,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,return,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,complete,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,complete,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,complete,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,return,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,complete,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,return,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",53:29.5,complete,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)",4.84281E+12,junit-4.12,84,call,1,TestClass.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,complete,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,call,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
,org.junit.runners.model.FrameworkMethod.getAnnotations(),53:29.5,complete,org.junit.runners.model.FrameworkMethod.getAnnotations(),4.84281E+12,junit-4.12,187,return,1,FrameworkMethod.java,CalculatorTest,,hamcrest-core-1.3
